Date,SCHW
2023-09-22,0.5396818627957235
2023-09-25,0.5498708776092479
2023-09-26,0.5440698870074828
2023-09-27,0.5545611186337297
2023-09-28,0.5466260965936782
2023-09-29,0.54774916694458
2023-10-02,0.544904988615243
2023-10-03,0.555061796461303
2023-10-04,0.5416829900139747
2023-10-05,0.5447614227346643
2023-10-06,0.5422540904366893
2023-10-09,0.5512885881368751
2023-10-10,0.5590640850914305
2023-10-11,0.5449328684731044
2023-10-12,0.5479682154265045
2023-10-13,0.5509094589492077
2023-10-16,0.5415027321323788
2023-10-17,0.5513410946651087
2023-10-18,0.5573994825786955
2023-10-19,0.5535906224604331
2023-10-20,0.5412798264161868
2023-10-23,0.5507789885406668
2023-10-24,0.5552335235963323
2023-10-25,0.5472399743536643
2023-10-26,0.5512147836912797
2023-10-27,0.5531026310832154
2023-10-30,0.5530424599570655
2023-10-31,0.5566611564439211
2023-11-01,0.5496304257432388
2023-11-02,0.5553705413383986
2023-11-03,0.5565036295005594
2023-11-06,0.5449301807433776
2023-11-07,0.5474708426251483
2023-11-08,0.5409081423533464
2023-11-09,0.5557135251191596
2023-11-10,0.5375966228091611
2023-11-13,0.5385007944531642
2023-11-14,0.5538800562625722
2023-11-15,0.549253517140115
2023-11-16,0.5460583645088676
2023-11-17,0.5454493557449089
2023-11-20,0.5453348291872103
2023-11-21,0.5558417960153826
2023-11-22,0.5427260938369715
2023-11-24,0.5545216974116756
2023-11-27,0.5518791603555834
2023-11-28,0.5507827697105948
2023-11-29,0.5530431551152929
2023-11-30,0.5478722794489675
2023-12-01,0.5504771609420076
2023-12-04,0.5463560417137151
2023-12-05,0.5497061177359491
2023-12-06,0.5433171632888918
2023-12-07,0.5349291368445273
2023-12-08,0.5413727699375904
2023-12-11,0.5425138896104342
2023-12-12,0.5458315508481952
2023-12-13,0.557933097749728
2023-12-14,0.558066559941988
2023-12-15,0.5457459292341883
2023-12-18,0.5547135346556916
2023-12-19,0.5459932190841826
2023-12-20,0.5569045526266662
2023-12-21,0.5499303558991627
2023-12-22,0.5523876948863241
2023-12-26,0.5431525237590682
2023-12-27,0.5455548671017709
2023-12-28,0.5458897594965331
2023-12-29,0.5467433268787532
2024-01-02,0.5479151560075768
2024-01-03,0.55609283393062
2024-01-04,0.5453609278527989
2024-01-05,0.5475977592263065
2024-01-08,0.5525914982346861
2024-01-09,0.5478576304922539
2024-01-10,0.5394414164123288
2024-01-11,0.5523181008858905
2024-01-12,0.5410699684711091
2024-01-16,0.5481045645549193
2024-01-17,0.5507949479481988
2024-01-18,0.543679623545514
2024-01-19,0.5536861279038132
2024-01-22,0.5464545608649973
2024-01-23,0.5506232475478381
2024-01-24,0.5390494574860843
2024-01-25,0.5455724545877981
2024-01-26,0.5558980615776506
2024-01-29,0.5485688440125216
2024-01-30,0.5504316219359251
2024-01-31,0.5540251015681991
2024-02-01,0.5482469337339116
2024-02-02,0.5473757977629924
2024-02-05,0.5517011399929695
2024-02-06,0.5453716629641163
2024-02-07,0.5489708939190696
2024-02-08,0.5481456624706557
2024-02-09,0.5462139181362847
2024-02-12,0.5461076601129656
2024-02-13,0.5542918885809586
2024-02-14,0.5532493510757958
2024-02-15,0.5465685818949151
2024-02-16,0.5460064020499734
2024-02-20,0.5411389804364881
2024-02-21,0.5475250939415375
2024-02-22,0.5462891669159694
2024-02-23,0.539525038252634
2024-02-26,0.5469132705265634
2024-02-27,0.5578212450619322
2024-02-28,0.5380569495643008
2024-02-29,0.5500390369407735
2024-03-01,0.5465005759825579
2024-03-04,0.5513024730685522
2024-03-05,0.5509996751551239
2024-03-06,0.5468876255503305
2024-03-07,0.5550916002235261
2024-03-08,0.5420011587614758
2024-03-11,0.5584259791515078
2024-03-12,0.544372266201082
2024-03-13,0.5501079501277674
2024-03-14,0.5433488485806187
2024-03-15,0.5440672402942347
2024-03-18,0.5493290386575157
2024-03-19,0.5444350854705017
2024-03-20,0.555092757969605
2024-03-21,0.5478055847598546
2024-03-22,0.5516756815171644
2024-03-25,0.5496125068863019
2024-03-26,0.5395386277768415
2024-03-27,0.5450089979615006
2024-03-28,0.5483761124758971
2024-04-01,0.5568816073608296
2024-04-02,0.5504078634101527
2024-04-03,0.5395773360726445
2024-04-04,0.5389063607107057
2024-04-05,0.5488898918575592
2024-04-08,0.5553325031883738
2024-04-09,0.5469767919143461
2024-04-10,0.5554512771290904
2024-04-11,0.5455038626126485
2024-04-12,0.5417908822044761
2024-04-15,0.5404842702406457
2024-04-16,0.5550215627964395
2024-04-17,0.5441118621215509
2024-04-18,0.548175613550454
2024-04-19,0.5626808810698751
2024-04-22,0.5463797102718372
2024-04-23,0.5486260414189205
2024-04-24,0.5377565428121166
2024-04-25,0.5568367932124504
2024-04-26,0.5456967232144908
2024-04-29,0.5510477143198501
2024-04-30,0.5533193506188788
2024-05-01,0.5538279374969748
2024-05-02,0.5518360884068549
2024-05-03,0.5454889053385433
2024-05-06,0.5475620546925827
2024-05-07,0.5412740921790115
2024-05-08,0.5462902345405495
2024-05-09,0.5367303249991355
2024-05-10,0.5501172468432186
2024-05-13,0.5445721400316416
2024-05-14,0.5491518242831505
2024-05-15,0.5426433829287364
2024-05-16,0.5520909991185851
2024-05-17,0.5469158997297684
2024-05-20,0.5410426467729654
2024-05-21,0.5481843948805459
2024-05-22,0.5481311021828166
2024-05-23,0.5497183982046772
2024-05-24,0.5424159007279202
2024-05-28,0.5476771274115287
2024-05-29,0.5407481348153365
2024-05-30,0.555266418735318
2024-05-31,0.5511031976134116
2024-06-03,0.5493396172632959
2024-06-04,0.5511818312609859
2024-06-05,0.5476383359126857
2024-06-06,0.5464708164142638
2024-06-07,0.5476819720161129
2024-06-10,0.548570348134506
2024-06-11,0.5462084360822587
2024-06-12,0.5514654131382069
2024-06-13,0.5492567535338786
2024-06-14,0.5487464941342535
2024-06-17,0.5461554216323267
2024-06-18,0.5384987508971165
2024-06-20,0.5446948986391752
2024-06-21,0.5496627756501765
2024-06-24,0.5430794178852806
2024-06-25,0.5436250191267987
2024-06-26,0.5440078684141709
2024-06-27,0.5451423305659476
2024-06-28,0.5524475713964971
2024-07-01,0.542137304062737
2024-07-02,0.5614898195237487
2024-07-03,0.5548214084144075
2024-07-05,0.5556797616435961
2024-07-08,0.544650248335916
2024-07-09,0.5532159982420205
2024-07-10,0.5474097369487714
2024-07-11,0.5521753068730655
2024-07-12,0.5405282076537957
2024-07-15,0.5398336529361448
2024-07-16,0.5591343672099688
2024-07-17,0.5516736475858602
2024-07-18,0.5461516012207764
2024-07-19,0.5428564212056112
2024-07-22,0.5497925247590759
2024-07-23,0.5491035245099102
2024-07-24,0.5470583528189493
2024-07-25,0.5432064443340497
2024-07-26,0.5445328963149081
2024-07-29,0.5469272634417591
2024-07-30,0.5414114762194799
2024-07-31,0.5413191223566011
2024-08-01,0.5418795921952665
2024-08-02,0.5481611049507132
2024-08-05,0.5476461325121819
2024-08-06,0.5464602582707309
2024-08-07,0.5439410468219705
2024-08-08,0.5504091055596215
2024-08-09,0.5450649926726022
2024-08-12,0.5519423368226596
2024-08-13,0.5412499082084703
2024-08-14,0.54548726736847
2024-08-15,0.5474727854449812
2024-08-16,0.5419224145088393
2024-08-19,0.5507018583496079
2024-08-20,0.5419346770892487
2024-08-21,0.5443166937546325
2024-08-22,0.5515135376116599
2024-08-23,0.5435604740575483
2024-08-26,0.5471707906318543
2024-08-27,0.5467182480917263
2024-08-28,0.548484142781552
2024-08-29,0.547256860961789
2024-08-30,0.5357594893316652
2024-09-03,0.5491472249718629
2024-09-04,0.5459938086834163
2024-09-05,0.5464885755738154
2024-09-06,0.5519090383183204
2024-09-09,0.5475215691420369
2024-09-10,0.5520850869886914
2024-09-11,0.5425015306528421
2024-09-12,0.5473164550157917
2024-09-13,0.5492428806392661
2024-09-16,0.5324198531698459
2024-09-17,0.5541969516554879
2024-09-18,0.5451174144687102
2024-09-19,0.562288561821172
2024-09-20,0.5447744610192071
2024-09-23,0.5390810722115082
2024-09-24,0.5412366524628497
2024-09-25,0.5486852192703223
2024-09-26,0.5496201436533452
2024-09-27,0.5490532630723597
2024-09-30,0.5488981343485636
2024-10-01,0.5524317420494155
2024-10-02,0.5398289618393234
2024-10-03,0.5362507177683463
2024-10-04,0.5528470296211281
2024-10-07,0.5520238443253064
2024-10-08,0.5523572825435544
2024-10-09,0.5424695779415497
2024-10-10,0.5446728802254955
2024-10-11,0.5553462515057269
2024-10-14,0.541814672460016
2024-10-15,0.5518785042327866
2024-10-16,0.5441004236863309
2024-10-17,0.5531267903849758
2024-10-18,0.5411985433722595
2024-10-21,0.5500691646054156
2024-10-22,0.5412638105889614
2024-10-23,0.5482597648029307
2024-10-24,0.5399234243895251
2024-10-25,0.5508757939220961
2024-10-28,0.5404638137137914
2024-10-29,0.54262491722485
2024-10-30,0.5563711897189504
2024-10-31,0.5464853991686389
2024-11-01,0.537923045241828
2024-11-04,0.5537100042347661
2024-11-05,0.5523100191951017
2024-11-06,0.5572774612239457
2024-11-07,0.5480624033043079
2024-11-08,0.5446157052398041
2024-11-11,0.5587199693659162
2024-11-12,0.5505575284865906
2024-11-13,0.5454547730072526
2024-11-14,0.5523108050864557
2024-11-15,0.5393252140829062
2024-11-18,0.5512327495191872
2024-11-19,0.5403442554601018
2024-11-20,0.5521576548073752
2024-11-21,0.5359184919119128
2024-11-22,0.5523927457926284
2024-11-25,0.5512285946956089
2024-11-26,0.5533759866000495
2024-11-27,0.5439747168696832
2024-11-29,0.545905496590719
2024-12-02,0.5508914644426139
2024-12-03,0.5474773451427933
2024-12-04,0.5465282916288913
2024-12-05,0.5370960404335358
2024-12-06,0.5455395089031457
2024-12-09,0.5487795267917625
2024-12-10,0.5544709949568366
2024-12-11,0.5411180860509536
2024-12-12,0.5436754984680876
2024-12-13,0.546147900941234
2024-12-16,0.5490687282875033
2024-12-17,0.5502754344276791
2024-12-18,0.5487182649999597
2024-12-19,0.5475578966620077
2024-12-20,0.5348971398037072
